Nombre,Categoría,Ciudad,Provincia,Instagram
"Hostel Quartier León Jabalquinto","hotel","León","León","https://instagram.com/quartierleonjabalquinto"
"Slow León Apartamentos Turísticos Passivhaus","hotel","León","León","https://instagram.com/slowleonapartamentos"
"2H Living","hotel","León","León","https://instagram.com/2hlivingleon"
"Santagloria Coffee & Bakery","bar","Lleida","Lleida","https://instagram.com/santagloria_es"
"Shishas Paradise","bar","Lleida","Lleida","https://instagram.com/shishas.paradise"
"El jardí de l'Avet","hotel","Lleida","Lleida","https://instagram.com/eljardidelavet"
"La casa Italia 101 cappont","restaurante","Lleida","Lleida","https://instagram.com/whatsapp"
"Apartamentos Armanyá","hotel","Lugo","Lugo","https://instagram.com/armanya3.lugo"
"Hotel Casal de Pelaio - Hotel boutique - Hotel cerca de las catedrales","hotel","Vilar","Lugo","https://instagram.com/casal_de_pelaio_"
"EcoCamp San Román by SuitesNature - Camino Primitivo","hotel","Lugo","Lugo","https://instagram.com/suitesnature"
"Hotel EsteOeste by Sercotel","hotel","Lugo","Lugo","https://instagram.com/sercotelhotels"
"A Palleira de Lola","hotel","Fontao","Lugo","https://instagram.com/a_palleira_de_lola"
"Casa da Galbana","hotel","Friol","Lugo","https://instagram.com/casagalbana"
"Hotel Mi Norte - Ribadeo","hotel","Lugo","Lugo","https://instagram.com/hotelminorte"
"Four Rooms Hostel Lugo","hotel","Lugo","Lugo","https://instagram.com/fourrooms.hostel"
"O Forno de Catuxa","restaurante","Lugo","Lugo","https://instagram.com/ofornodecatuxa"
"Rustico Madrid - Bar de vinos, café de especialidad y focacceria","bar","Madrid","Madrid","https://instagram.com/rusticomadrid"
"Ganesha - Lounge - Cocktail - Shisha","bar","Alcalá de Henares","Madrid","https://instagram.com/ganeshaloungecocktail"
"Bunker Cocktail Bar","bar","Madrid","Madrid","https://instagram.com/bunkercocktailbar"
"Brilla Café","bar","Alcalá de Henares","Madrid","https://instagram.com/brillacafe"
"Bucólico Café","bar","Madrid","Madrid","https://instagram.com/bucolicocafe"
"Alchemist 1967","bar","Madrid","Madrid","https://instagram.com/alchemist_1967"
"Cervecería la kedada","bar","Móstoles","Madrid","https://instagram.com/mhc_mostoles"
"Mauz Madriz | Coctelería","bar","Madrid","Madrid","https://instagram.com/mauz.madriz"
"Jade Coctelería Bar","bar","Madrid","Madrid","https://instagram.com/jadecocteleriabar"
"Glass Bar by SIPS","bar","Madrid","Madrid","https://instagram.com/hotel_urban"
"ROOI ROOK MÓSTOLES","bar","Móstoles","Madrid","https://instagram.com/rooirookhouse"
"Lynch - Food and Cocktails","bar","Madrid","Madrid","https://instagram.com/lynch.madrid"
"Devil’s Cut","bar","Madrid","Madrid","https://instagram.com/devilscut.madrid"
"Bar Agualuna","bar","Fuenlabrada","Madrid","https://instagram.com/agualunacafe"
"Entre Santos Cocktail Bar & Food","bar","Madrid","Madrid","https://instagram.com/entresantosmadrid"
"Angelita Madrid","bar","Madrid","Madrid","https://instagram.com/madridangelita"
"O´Malleys Pub","bar","Alcalá de Henares","Madrid","https://instagram.com/omalleysalcala"
"Ástor gastro-place","bar","Madrid","Madrid","https://instagram.com/restauranteastor"
"San Diego Coffee Co. Irlandeses","bar","Alcalá de Henares","Madrid","https://instagram.com/sandiegocoffeecorner"
"Cafés 1808","bar","Móstoles","Madrid","https://instagram.com/cafes.1808"
"Casa Café Madrid","bar","Pozuelo de Alarcón","Madrid","https://instagram.com/drfonsecaa"
"Momus Bar","bar","Madrid","Madrid","https://instagram.com/momus_cocktail_bar"
"EL LOCO","bar","Madrid","Madrid","https://instagram.com/elloco.madrid"
"H&J Street Bar","bar","Leganés","Madrid","https://instagram.com/hjstreetbar"
"Edén de Huertas Bar de Copas y Cachimbas","bar","Madrid","Madrid","https://instagram.com/edendehuertas"
"Saddle Madrid","bar","Madrid","Madrid","https://instagram.com/Saddlemadrid"
"La Santoría Cocktail Bar","bar","Madrid","Madrid","https://instagram.com/satanmadrid"
"Bomber Cocktail Bar, Coctelería","bar","Leganés","Madrid","https://instagram.com/bomber_cocktail_bar"
"Pub Remembeer's","bar","Móstoles","Madrid","https://instagram.com/jorgeysusanaparramostoles"
"Café Angélica","bar","Madrid","Madrid","https://instagram.com/cafeangelica.es"
"Onefam Sungate Hostal Madrid","hotel","Centro","Madrid","https://instagram.com/onefamhostels"
"Hotel BESTPRICE Alcalá","hotel","Madrid","Madrid","https://instagram.com/hotelesbestprice"
"2060 The Newton Hostel","hotel","Madrid","Madrid","https://instagram.com/2060hostelandmarket"
"Hotel BESTPRICE Alegría","hotel","Madrid","Madrid","https://instagram.com/hotelesbestprice"
"Hostal Siesta & Go (Atocha)","hotel","Madrid","Madrid","https://instagram.com/hostalsiestaandgo"
"Hotel en la Sierra de Madrid -Restaurante & SPA CicloLodge","hotel","Lozoya","Madrid","https://instagram.com/ciclolodgeelnevero"
"The Pubcrawl Company Madrid","hotel","Madrid","Madrid","https://instagram.com/thepubcrawlcompany"
"Casona del Eboni","hotel","Alcalá de Henares","Madrid","https://instagram.com/lacasonadeleboni1"
"FIERA","restaurante","Madrid","Madrid","https://instagram.com/fiera_madrid"
"Bloved Restaurante","restaurante","Madrid","Madrid","https://instagram.com/bloved_restaurant"
"Lilo Brunch Madrid | Chueca","restaurante","Madrid","Madrid","https://instagram.com/lilobrunch"
"Ineffabile Ristorante | Restaurante italiano en Móstoles","restaurante","Móstoles","Madrid","https://instagram.com/ineffabileristorante"
"CEBO Madrid Restaurant","restaurante","Madrid","Madrid","https://instagram.com/cebomadrid"
"Manolo Bakes","restaurante","Fuenlabrada","Madrid","https://instagram.com/manolo_bakes"
"My Healthy Corner","restaurante","Móstoles","Madrid","https://instagram.com/mhc_mostoles"
"Restaurante Quinta fase","restaurante","Alcalá de Henares","Madrid","https://instagram.com/quintafase.restaurante"
"Restaurante La Zarza","restaurante","Alcalá de Henares","Madrid","https://instagram.com/lazarzaalcala"
"La Pasa Gin Bar Restaurante","restaurante","Madrid","Madrid","https://instagram.com/lapasaginbar"
"Ticuí l Restaurante mexicano Madrid","restaurante","Madrid","Madrid","https://instagram.com/ticuimadrid"
"Restaurante 1888","restaurante","Alcalá de Henares","Madrid","https://instagram.com/restaurante.1888"
"Taberna Comienzo","restaurante","Alcalá de Henares","Madrid","https://instagram.com/tabernacomienzo"
"Raza Madrid Barquillo","restaurante","Madrid","Madrid","https://instagram.com/RAZAMADRID"
"Brew Wild Pizza Bar","restaurante","Madrid","Madrid","https://instagram.com/brewwild.madrid"
"La Osita","restaurante","Madrid","Madrid","https://instagram.com/osobrewco"
"GastroVía 61 – Grupotel Mayorazgo","restaurante","Madrid","Madrid","https://instagram.com/hotelmayorazgo"
"El Gueridón","restaurante","Móstoles","Madrid","https://instagram.com/hotelciudaddemostoles"
"Caiko Smokehouse","restaurante","Alcalá de Henares","Madrid","https://instagram.com/caiko_smokehouse"
"Ramen Shifu","restaurante","Leganés","Madrid","https://instagram.com/ramenshifu_milano"
"Alusse's Restaurante -Comida Venezolana y fusion Internacional","restaurante","Leganés","Madrid","https://instagram.com/alussesrestaurante"
"Mojito´s Cocktail bar","restaurante","Madrid","Madrid","https://instagram.com/mojitos_cocktail_bar"
"Funambulista Bar","restaurante","Madrid","Madrid","https://instagram.com/funambulistabar"
"Restaurante Madrida","restaurante","Madrid","Madrid","https://instagram.com/madrida_"
"Bandida Tapas & Cocktail Bar","restaurante","Madrid","Madrid","https://instagram.com/bandidamadrid"
"Fat Cats Cocktail House","restaurante","Madrid","Madrid","https://instagram.com/fatcatsmadrid"
"LA FEDERALA MÓSTOLES","restaurante","Móstoles","Madrid","https://instagram.com/lafederalamx"
"Kuoco","restaurante","Madrid","Madrid","https://instagram.com/kuocorestaurante"
"Restaurante Fino Bar - Alcalá de Henares","restaurante","Alcalá de Henares","Madrid","https://instagram.com/finoalcala"
"Compañía de Cervezas Valle del Kahs","restaurante","Madrid","Madrid","https://instagram.com/cervezasccvk"
"Mangiare Street Italian Food","restaurante","Alcalá de Henares","Madrid","https://instagram.com/mangiare.es"
"Restaurante Eximio","restaurante","Alcalá de Henares","Madrid","https://instagram.com/restauranteeximio"
"Nice To Meet You Restaurant & Lounge","restaurante","Madrid","Madrid","https://instagram.com/nice2madrid"
"más que cervezas","restaurante","Madrid","Madrid","https://instagram.com/masquecervezas"
"Bertani Café Specialty coffee","bar","Málaga","Málaga","https://instagram.com/bertanicafe"
"Santa Catedral | Specialty Coffee Málaga","bar","Málaga","Málaga","https://instagram.com/santacoffeeshop"
"Brownie&Olive - Cafetería y pastelería en Málaga","bar","Málaga","Málaga","https://instagram.com/brownieandolive"
"Grand Café Gezellig","bar","Málaga","Málaga","https://instagram.com/grandcafegezellig"
"Santa Camas | Specialty Coffee Málaga","bar","Málaga","Málaga","https://instagram.com/santacoffeeshop"
"Taberna De Jarana","bar","Málaga","Málaga","https://instagram.com/tabernadejarana"
"Renard Cocktail Club","bar","Málaga","Málaga","https://instagram.com/renardcocktailclub"
"Delicotte Specialty Coffee & Tea","bar","Málaga","Málaga","https://instagram.com/delicotte"
"FOMO Bar","bar","Málaga","Málaga","https://instagram.com/fomo_bar"
"La Tasquita de en Medio","bar","Málaga","Málaga","https://instagram.com/latasquitadeenmedio"
"Santa Soho | Specialty Coffee Málaga","bar","Málaga","Málaga","https://instagram.com/santacoffeeshop"
"Ganbaru Coffee","bar","Málaga","Málaga","https://instagram.com/marioperello"
"Mañana Bar","bar","Málaga","Málaga","https://instagram.com/mananabar"
"La Casa de la Abuela Rosy Malaga","hotel","Málaga","Málaga","https://instagram.com/lacasadelaabuelarosy"
"Literal Hotel","hotel","Málaga","Málaga","https://instagram.com/literal_hotel"
"Coeo Hernan Ruiz Rooftop Pool Hostel","hotel","Málaga","Málaga","https://instagram.com/coeohouse"
"La Alacena de Francis","restaurante","Málaga","Málaga","https://instagram.com/alacenadefrancis"
"Mura Mura Osteria","restaurante","Málaga","Málaga","https://instagram.com/muramura_malaga"
"Restaurante Dynamit","restaurante","Málaga","Málaga","https://instagram.com/rdynamit"
"Romancero Restaurante","restaurante","Málaga","Málaga","https://instagram.com/romancerorestaurante"
"Blossom Restaurant","restaurante","Málaga","Málaga","https://instagram.com/restauranteblossom"
"Élite Café","restaurante","Málaga","Málaga","https://instagram.com/elitecafe_soho"
"The Club Málaga","restaurante","Málaga","Málaga","https://instagram.com/the_club_co_"
"Restaurante Da Saveria","restaurante","Málaga","Málaga","https://instagram.com/dasaveria"
"Buenavista Gastrobar","restaurante","Málaga","Málaga","https://instagram.com/buenavista_gastrobar"
"Madness Coffee","bar","Cartagena","Murcia","https://instagram.com/madnesscoffee"
"La Famosa","bar","Murcia","Murcia","https://instagram.com/lafamosa_bar"
"Murcia Park","hotel","Murcia","Murcia","https://instagram.com/murciapark"
"Casa Rural Finca Juanamare","hotel","Yecla","Murcia","https://instagram.com/finca_juanamare"
"Sosiego Hostal de Mar","hotel","Puerto de Mazarrón","Murcia","https://instagram.com/sosiegomar"
"El Mástil Camper Park","hotel","La Aljorra","Murcia","https://instagram.com/elmastilcamperpark"
"Hotel Rural Mula - El Molino de Felipe","hotel","Mula","Murcia","https://instagram.com/elmolinodefelipe"
"La Toscana","hotel","Murcia","Murcia","https://instagram.com/murcialatoscana"
"Casa Perez BnB","hotel","Los Pérez","Murcia","https://instagram.com/casaperezbnb"
"Alojamientos Libertad","hotel","Yecla","Murcia","https://instagram.com/alojamientoslibertad"
"HOLIDAYS MIRANA I Alojamiento Yecla","hotel","Yecla","Murcia","https://instagram.com/holidaysmirana"
"Casa Lamberdina","hotel","Lorca","Murcia","https://instagram.com/benb.casa.lamberdina"
"Apartamentos Turísticos Metrópolis Cartagena Spain","hotel","Cartagena","Murcia","https://instagram.com/cartagenaspain_"
"Alojamientos Fenix MURCIA","hotel","Murcia","Murcia","https://instagram.com/alojamientosfenix"
"Casa Lumbreras","hotel","Puerto Lumbreras","Murcia","https://instagram.com/nelevannieulande"
"Hotel & Restaurante Mirador de Aledo","hotel","Aledo","Murcia","https://instagram.com/hotelmiradordealedo"
"Ayana Obrador","restaurante","Lorca","Murcia","https://instagram.com/ayanaobrador"
"Brutal Wine Restaurant","restaurante","Fuente Alamo","Murcia","https://instagram.com/brutalwinerestaurant"
"Estirpe Restaurante","restaurante","Yecla","Murcia","https://instagram.com/estirpe.restaurante"
"RESTAURANTES MURCIA CONJUGOO","restaurante","Murcia","Murcia","https://instagram.com/conjugoo"
"Mondo Napoli","restaurante","Alcantarilla","Murcia","https://instagram.com/mondonapoli_esp"
"Taúlla","restaurante","Murcia","Murcia","https://instagram.com/taullarestaurante"
"TheGlobal","restaurante","Murcia","Murcia","https://instagram.com/theglobal_casillas"
"Loreto","restaurante","Jumilla","Murcia","https://instagram.com/restloreto"
"Bodegas Barahonda","restaurante","Yecla","Murcia","https://instagram.com/barahonda_es"
"Urban Street food","restaurante","Águilas","Murcia","https://instagram.com/urbanstreetf"
"AlmaBarista","restaurante","Murcia","Murcia","https://instagram.com/alma.barista"
"Dinamita Burger Bar","restaurante","Santiago y Zaraíche","Murcia","https://instagram.com/dinamitaburgerbar"
"La Mafia se sienta a la mesa","restaurante","Churra","Murcia","https://instagram.com/lamafiarestaurantes"
"Perro Limón - Restaurante en Murcia Centro","restaurante","Murcia","Murcia","https://instagram.com/Marinea.es"
"The Risky Burguer","restaurante","San Benito - Progreso","Murcia","https://instagram.com/theriskyburger_"
"Como en Napoli “Murcia Centro” - Pizzeria Napolitana","restaurante","Murcia","Murcia","https://instagram.com/comoennapoli"
"Almo de Juan Guillamón","restaurante","Murcia","Murcia","https://instagram.com/almorestaurante"
"Cabaña Buenavista","restaurante","El Palmar O Lugar De Don Juan","Murcia","https://instagram.com/cabanabuenavistamurcia"
"Maldita Cocina","restaurante","Cartagena","Murcia","https://instagram.com/malditacocinaoficial"
"Kentucky Hamburguesería","restaurante","Molina de Segura","Murcia","https://instagram.com/kentucky.es"
"Tándem","restaurante","Murcia","Murcia","https://instagram.com/erestandem_"
"Lionza","restaurante","Murcia","Murcia","https://instagram.com/lionza.bar"
"RockTaste","restaurante","Molina de Segura","Murcia","https://instagram.com/rocktaste_"
"Restaurante TexMex","restaurante","Águilas","Murcia","https://instagram.com/texmexrestauranteaguilas"
"Eh Detroit Más que desayunos","restaurante","Murcia","Murcia","https://instagram.com/detroit_masquedesayunos"
"TOSTADERO CAFÉS CAVITE","restaurante","Cartagena","Murcia","https://instagram.com/cafescavite"
"Frases","restaurante","Murcia","Murcia","https://instagram.com/frasesrest"
"Scabetti","restaurante","Los Belones","Murcia","https://instagram.com/scabetti.trattorian"
"Canales 5 Brasserie Moderne","restaurante","Cartagena","Murcia","https://instagram.com/canales5brasseriemoderne"
"BLITZ BURGER Las Torres de Cotillas","restaurante","Las Torres de Cotillas","Murcia","https://instagram.com/blitzburger_"
"GULA SUPREME Molina de Segura","restaurante","Molina de Segura","Murcia","https://instagram.com/gulasupreme"
"The Wine Bar (Bar de vinos y tapas)","restaurante","Murcia","Murcia","https://instagram.com/thewinebar.murcia"
"Santagloria Coffee & Bakery","restaurante","Murcia","Murcia","https://instagram.com/santagloria_es"
"Restaurante Torombolo Murcia","restaurante","Murcia","Murcia","https://instagram.com/restaurante_torombolo"
"Restaurante Barahonda","restaurante","Yecla","Murcia","https://instagram.com/barahonda_es"
"Polea","restaurante","Murcia","Murcia","https://instagram.com/somospolea"
"El Rancho de Cabo de Palos","restaurante","Cabo de Palos","Murcia","https://instagram.com/elranchodecabodepalos"
"Detroit Santa Teresa ""Más que desayunos""","restaurante","Murcia","Murcia","https://instagram.com/detroit_masquedesayunos"
"Gastrobar 6 Sentidos","restaurante","Baños y Mendigo","Murcia","https://instagram.com/gastrobar6sentidos"
"Detroit “Más Que Desayunos” Murcia","restaurante","Murcia","Murcia","https://instagram.com/detroit_masquedesayunos"
"Aires Burger Bar","restaurante","Murcia","Murcia","https://instagram.com/airesburgerbar"
"Big Twins Murcia","restaurante","Murcia","Murcia","https://instagram.com/bigtwinsco"
"La bohéme","restaurante","Murcia","Murcia","https://instagram.com/laboheme.cafe"
"Temperato Felice Gelato","restaurante","Murcia","Murcia","https://instagram.com/temperatofelicegelato"
"Flor de Jamaica","restaurante","Murcia","Murcia","https://instagram.com/flordejamaicaoficial"
"La Cookileria","restaurante","Murcia","Murcia","https://instagram.com/lacookileria"
"Detroit La Flota “Más Que Desayunos”","restaurante","Murcia","Murcia","https://instagram.com/detroit_masquedesayunos"
"Cafés Barrós","bar","Mutilva Baja","Navarra","https://instagram.com/cafesbarros"
"La Bankada","bar","Pamplona","Navarra","https://instagram.com/la.bankada"
"Naparbier","bar","Noáin","Navarra","https://instagram.com/naparbier"
"Mirador de Deyo Hotel Boutique – Hotel & Restaurante","hotel","Villamayor de Monjardín","Navarra","https://instagram.com/miradordedeyo"
"Hotel & Spa El Mirador De Ulzama","hotel","Urrizola-Galain","Navarra","https://instagram.com/hotelmiradordeulzama"
"Albergue - Hostería de Curtidores","hotel","Estella","Navarra","https://instagram.com/hosteriadecurtidores"
"Arantza Hotela - Boutique Hotel Spa Eco ""Only Adults""","hotel","Arantza","Navarra","https://instagram.com/arantzahotela"
"Albergue Arantzako Aterpea","hotel","Arantza","Navarra","https://instagram.com/arantzakoaterpea"
"Casa Rural Aldekoa","hotel","Ziga","Navarra","https://instagram.com/casaruralaldekoa"
"Basoa Suites","hotel","Larraintzar","Navarra","https://instagram.com/basoasuites"
"Les amis","restaurante","Pamplona","Navarra","https://instagram.com/lesamispamplona"
"Restaurante Verduarte","restaurante","Pamplona","Navarra","https://instagram.com/restauranteverduarte"
"LABA","restaurante","Pamplona","Navarra","https://instagram.com/labasarea"
"El Molino de Urdániz y Origen","restaurante","Urdániz","Navarra","https://instagram.com/molinodeurdaniz"
"El Buen Tapeo gastrobar","bar","Ourense","Ourense","https://instagram.com/el.buen.tapeo"
"Gandarela Turismo Rural","hotel","Laias","Ourense","https://instagram.com/gandarela_turismo_rural"
"Restaurante O Campanario","restaurante","Luintra","Ourense","https://instagram.com/restaurante_o_campanario"
"Nova","restaurante","Ourense","Ourense","https://instagram.com/novarestaurante"
"Restaurante Miguel González","restaurante","Ourense","Ourense","https://instagram.com/restaurantemiguelgonzalez"
"Milongas Parrillada Ourense","restaurante","Ourense","Ourense","https://instagram.com/milongasparrillada"
"saque [Pádel Social Club]","bar","Palencia","Palencia","https://instagram.com/saque.padelsocialclub"
"Sanmartina Hotel","hotel","Becerril de Campos","Palencia","https://instagram.com/sanmartinahotel"
"Terra Palencia","restaurante","Palencia","Palencia","https://instagram.com/terrapalencia"
"Restaurante C&B","restaurante","Palencia","Palencia","https://instagram.com/cb.bar_restaurante"
"VN CASAL","hotel","Pontevedra","Pontevedra","https://instagram.com/hotelruralvncasal"
"Hotel Combarro","hotel","Casalvito","Pontevedra","https://instagram.com/combarro_hotel_"
"Attica 21 Vigo Business&Wellness","hotel","Vigo","Pontevedra","https://instagram.com/attica21hotels"
"Casas 'A Beira","hotel","Pontevedra","Pontevedra","https://instagram.com/casasabeira"
"Duerming O Casal Da Martiña","hotel","O Casal","Pontevedra","https://instagram.com/duermingbeds"
"Numa Experimental","hotel","Tomeza","Pontevedra","https://instagram.com/numa_experimental"
"HOSTEL CHARINO","hotel","Pontevedra","Pontevedra","https://instagram.com/hostelcharino"
"Hotel Carlos I Silgar","hotel","Sanxenxo","Pontevedra","https://instagram.com/hotelcarlosisilgar"
"Gumer - Restaurante Pontevedra","restaurante","Pontevedra","Pontevedra","https://instagram.com/somosgumer"
"Trasmallo Restaurante","restaurante","Pontevedra","Pontevedra","https://instagram.com/trasmallorestaurante"
"Viñoteca Bagos","restaurante","Pontevedra","Pontevedra","https://instagram.com/bagosvinoteca"
"The Craft Bar LaBestia","bar","Salamanca","Salamanca","https://instagram.com/labestiacraftbeer"
"Coctelería Niebla","bar","Salamanca","Salamanca","https://instagram.com/nieblasalamanca"
"Salamanca Suite Studios","hotel","Salamanca","Salamanca","https://instagram.com/salamanca_suite_studios"
"Grand Hotel Don Gregorio","hotel","Salamanca","Salamanca","https://instagram.com/hoteldongregorio"
"UDON Salamanca","restaurante","Salamanca","Salamanca","https://instagram.com/udon__es"
"Domo Delaire","restaurante","Salamanca","Salamanca","https://instagram.com/domodelaire"
"El Huerto de Doña Deseada","restaurante","Salamanca","Salamanca","https://instagram.com/huertodonadeseada"
"La Guiri Bar","bar","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/laguiribar"
"García Bar","bar","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/garciabartenerife"
"Aquí, Sí - Café y Merienda","bar","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/aquisi_cafeymerienda"
"Slow Coffee Tenerife ( Specialty Coffee Roasters )","bar","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/slowcoffeetenerife"
"El Cucurucho Santa Cruz de Tenerife","bar","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/Elcucuruchosct"
"Hi Suites Hotel","hotel","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/hotelhisuitestenerife"
"Laguna Cool Living","hotel","La Laguna","Santa Cruz de Tenerife","https://instagram.com/qodeinteractive"
"Emblematico F24 Only Adults","hotel","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/hotelf24"
"Casa Doña Carmela Tenerife","hotel","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/casadonacarmela"
"Hotel Botánico & The Oriental Spa Garden","hotel","Puerto de la Cruz","Santa Cruz de Tenerife","https://instagram.com/hotelbotanico"
"Con Limón y Sal Santa Cruz","restaurante","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/khalifakebabtf"
"Kiki - japanese restaurant","restaurante","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/kiki.restaurant"
"Quebracho asador, parrilla","restaurante","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/quebrachoasadorargentino"
"The Krass Corner","restaurante","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/krassfood"
"Restaurante Etéreo by Pedro Nel","restaurante","Santa Cruz de Tenerife","Santa Cruz de Tenerife","https://instagram.com/etereo.restaurante"
"Bar Casa Seve","bar","Segovia","Segovia","https://instagram.com/barcasaseve"
"Artesa Suites & Spa","hotel","Santo Tomé del Puerto","Segovia","https://instagram.com/artesasuites"
"Hotel Apartamentos ARALSO","hotel","Segovia","Segovia","https://instagram.com/hotelapartamentosaralso"
"Apartamentos El Mirador del Alcázar","hotel","Segovia","Segovia","https://instagram.com/elmiradordelalcazar"
"HOSTAL LA GRANJA 2 ESTRELLAS","hotel","Urbanización Parque Robledo","Segovia","https://instagram.com/hostallagranja"
"entreacebedas alojamientos con jardín, chimenea y barbacoa. Familias, amigos o grupos de trabajo. A 1 hora de Madrid.","hotel","Revenga","Segovia","https://instagram.com/entreacebedas"
"Finca LASMARGAS","hotel","Madrona","Segovia","https://instagram.com/fincalasmargas"
"Restaurante Asador La Portada de Mediodía","restaurante","Torrecaballeros","Segovia","https://instagram.com/laportadademediodia"
"Asador Maribel","restaurante","Segovia","Segovia","https://instagram.com/asadormaribelsegovia"
"Al Nay","restaurante","Segovia","Segovia","https://instagram.com/al_nay_segovia"
"La Embajada de Sevilla","bar","Sevilla","Sevilla","https://instagram.com/hoteleuropasevilla"
"Almazen café","bar","Sevilla","Sevilla","https://instagram.com/almazencafe.sevilla"
"ANANÁS Coffee & Brunch","bar","Sevilla","Sevilla","https://instagram.com/ananasbrunchsevilla"
"Syko Juice & Coffee bar","bar","Sevilla","Sevilla","https://instagram.com/sykocafe"
"Anibal Club | Coctelería de autor en Sevilla","bar","Sevilla","Sevilla","https://instagram.com/anibalclub"
"Mehl Cafetería","bar","Sevilla","Sevilla","https://instagram.com/mehlsevilla"
"Chaman Cocktail Bar","bar","Sevilla","Sevilla","https://instagram.com/chamancocktailbar"
"Naked and Famous Cocktail Bar","bar","Sevilla","Sevilla","https://instagram.com/nakedandfamous_"
"Balino Yoga Café","bar","Sevilla","Sevilla","https://instagram.com/balino_yoga_cafe"
"LA OFFI Bar de copas","bar","Sevilla","Sevilla","https://instagram.com/laoffisevilla"
"Bar Cafe Atope","bar","Sevilla","Sevilla","https://instagram.com/atopealameda"
"Islamorada Tapas • Bar","bar","Sevilla","Sevilla","https://instagram.com/islamoradatapasbar"
"Syra Coffee - Las Setas","bar","Sevilla","Sevilla","https://instagram.com/syracoffee"
"Hotel Hospes las Casas del Rey de Baeza","hotel","Sevilla","Sevilla","https://instagram.com/hospeshotels"
"Only YOU Hotel Sevilla","hotel","Sevilla","Sevilla","https://instagram.com/onlyyouhotelsevilla"
"Eurostars Guadalquivir","hotel","Sevilla","Sevilla","https://instagram.com/eurostarshotels"
"The Loft House Sevilla","hotel","Sevilla","Sevilla","https://instagram.com/thelofthousegroup"
"MALQUERER Restaurante","restaurante","Sevilla","Sevilla","https://instagram.com/malquerer.restaurant"
"Il Ristorantino Dell´Avvocato Sevilla","restaurante","Sevilla","Sevilla","https://instagram.com/ilristorantinosev"
"Bollywood Indian Restaurant Sevilla","restaurante","Sevilla","Sevilla","https://instagram.com/bollywood.indian_sevilla"
"Atávico | Gastronomía Ancestral & Slow Food Sevilla","restaurante","Sevilla","Sevilla","https://instagram.com/atavico.restobar"
"Restaurante Petra","restaurante","Sevilla","Sevilla","https://instagram.com/restaurantepetrasevilla"
"Billy Brunch","restaurante","Sevilla","Sevilla","https://instagram.com/billybrunch"
"MOKAMBO Alfafa | Brunch Sevilla","restaurante","Sevilla","Sevilla","https://instagram.com/ketolanders"
"Sr. Cangrejo | Restaurante en Sevilla","restaurante","Sevilla","Sevilla","https://instagram.com/sr.cangrejosevilla"
"Az-Zait Restaurante","restaurante","Sevilla","Sevilla","https://instagram.com/restauranteazzait"
"Noctis Hotel","hotel","Soria","Soria","https://instagram.com/noctishotel"
"Hotel DWO Ábaster - Hotel en Soria centro","hotel","Soria","Soria","https://instagram.com/dwohotels"
"Hotel Rural El Cielo Entejado","hotel","Tejado","Soria","https://instagram.com/elcieloentejado"
"Duruelo Mountain Suites","hotel","Duruelo de la Sierra","Soria","https://instagram.com/duruelomountainsuites"
"Hotel y Spa Convento de San Francisco - Soria","hotel","Soria","Soria","https://instagram.com/hotel_sanfranciscosoria"
"TucciTea","restaurante","Soria","Soria","https://instagram.com/tuccitea"
"El Tilo de Vallecas","restaurante","Soria","Soria","https://instagram.com/_eltilodevallecas_"
"Cafetéo - Tostadero & Cafetería","bar","Tarragona","Tarragona","https://instagram.com/cafeteo.cafe"
"El Taller Restaurant","restaurante","Barri del Serrallo","Tarragona","https://instagram.com/eltallertgn"
"Restaurante Latino - Son's Cubanos","restaurante","Tarragona","Tarragona","https://instagram.com/sonscubanos"
"Restaurante Braseria la catedral - Restaurante Brasería en Tarragona","restaurante","Tarragona","Tarragona","https://instagram.com/braserialacatedral18"
"AQ","restaurante","Tarragona","Tarragona","https://instagram.com/aqtgn"
"CaffèMilano-The Italian Coffee House, Teruel","bar","Teruel","Teruel","https://instagram.com/caffemilanospain"
"Espacio Luvitien","bar","Teruel","Teruel","https://instagram.com/espacioluvitien"
"Casa Rural Un Sueño en la Baronia","hotel","Corbalán","Teruel","https://instagram.com/sueno_baronia"
"Albergue ""El Río"", Cella - Teruel","hotel","Cella","Teruel","https://instagram.com/albergue_el_rio_cella"
"Hotel-spa sensaciones 1877","hotel","Albarracín","Teruel","https://instagram.com/hotel1877sensaciones"
"Apartamentos One","hotel","Teruel","Teruel","https://instagram.com/apartamentosone"
